reference_id,title,journal,publication_date,volume,issue,pages,doi,pmid,url,notes,created_at,updated_at
RE00880,Synthesis and comparative evaluation of 177Lu-labeled PEG and non-PEG variant peptides as HER2-targeting probes,Scientific reports,2022-09-20,12,1,15720,10.1038/s41598-022-19201-9,,https://doi.org/10.1038/s41598-022-19201-9,,,
RE00881,Targeting HER2-receptors with 177Lu-labeled triazole stapled cyclic peptidomimetic,Bioorganic chemistry,2023-03-29,135,,106503,10.1016/j.bioorg.2023.106503,,https://doi.org/10.1016/j.bioorg.2023.106503,,,
RE00882,Targeting HER2 Expressing Tumors with a Potent Drug Conjugate Based on an Albumin Binding Domain-Derived Affinity Protein,Pharmaceutics,2021-11-03,13,11,1847,"10.3390/pharmaceutics13111847
",,"https://doi.org/10.3390/pharmaceutics13111847
",,,
RE00883,"Direct In Vivo Comparison of 99mTc-Labeled Scaffold Proteins, DARPin G3 and ADAPT6, for Visualization of HER2 Expression and Monitoring of Early Response for Trastuzumab Therapy",International journal of molecular sciences,2022-12-02,23,23,15181,10.3390/ijms232315181,,https://doi.org/10.3390/ijms232315181,,,
RE00884,"Design, synthesis and evaluation of 177Lu-labeled inverso and retro-inverso A9 peptide variants targeting HER2-overexpression",Bioorganic chemistry,2023-08-04,140,,106761,10.1016/j.bioorg.2023.106761,,https://doi.org/10.1016/j.bioorg.2023.106761,,,
RE00885,Dual-Modality PET-SPECT Image-Guided Pretargeting Delivery in HER2(+) Breast Cancer Models,Biomacromolecules,2021-10-27,22,11,4606-4617,10.1021/acs.biomac.1c00918,,https://doi.org/10.1021/acs.biomac.1c00918,,,
RE00886,Comparative Preclinical Evaluation of HYNIC-Modified Designed Ankyrin Repeat Proteins G3 for the 99mTc-Based Imaging of HER2-Expressing Malignant Tumors,Molecular pharmaceutics,2024-04-01,21,4,1919-1932,10.1021/acs.molpharmaceut.3c01173,,https://doi.org/10.1021/acs.molpharmaceut.3c01173,,,
RE00887,Site-Specific 68Ga Radiolabeling of Trastuzumab Fab via Methionine for ImmunoPET Imaging,Bioconjugate chemistry,2023-09-26,34,10,1802-1810,10.1021/acs.bioconjchem.3c00344,,https://doi.org/10.1021/acs.bioconjchem.3c00344,,,
RE00888,Development of a Novel Prosthetic Click-Linker for Radioiodination of Antibody-Based Radiopharmaceuticals with High Stability and Specificity,Molecular pharmaceutics,2024-11-23,22,1,295-303,10.1021/acs.molpharmaceut.4c00897,,https://doi.org/10.1021/acs.molpharmaceut.4c00897,,,
RE00889,"Detection of HER2 expression using 99mTc-NM-02 nanobody in patients with breast cancer: a non-randomized, non-blinded clinical trial",Breast cancer research,2024-03-08,26,1,40,10.1186/s13058-024-01803-y,,https://doi.org/10.1186/s13058-024-01803-y,,,
RE00890,In Vitro Assessment of 177Lu-Labeled Trastuzumab-Targeted Mesoporous Carbon@Silica Nanostructure for the Treatment of HER2-Positive Breast Cancer,"Pharmaceuticals (Basel, Switzerland)",2024-06-05,17,6,732,10.3390/ph17060732,,https://doi.org/10.3390/ph17060732,,,
RE00891,Comparison of targeting two antigens (GPA33 versus HER2) for 225Ac-pretargeted alpha-radioimmunotherapy of colorectal cancer,Theranostics,2025-06-20,15,15,7489-7500,10.7150/thno.116062,,https://doi.org/10.7150/thno.116062,,,
RE00892,Effects of lysine-containing mercaptoacetyl-based chelators on the biodistribution of 99mTc-labeled anti-HER2 Affibody molecules,Bioconjugate chemistry,2008-11-26,19,12,2568-76,10.1021/bc800244b,,https://doi.org/10.1021/bc800244b,,,
RE00893,Effective treatment of established human breast tumor xenografts in immunodeficient mice with a single dose of the alpha-emitting radioisotope astatine-211 conjugated to anti-HER2/neu diabodies,Clinical cancer research : an official journal of the American Association for Cancer Research,2008-02-01,14,3,875-82,10.1158/1078-0432.CCR-07-1250,,https://doi.org/10.1158/1078-0432.CCR-07-1250,,,
RE00894,Slow internalization of anti-HER2 synthetic affibody monomer 111In-DOTA-ZHER2:342-pep2: implications for development of labeled tracers,Cancer biotherapy & radiopharmaceuticals,2008-09-04,23,4,435-42,10.1089/cbr.2008.0464,,https://doi.org/10.1089/cbr.2008.0464,,,
RE00895,Evaluation of maleimide derivative of DOTA for site-specific labeling of recombinant affibody molecules,Bioconjugate chemistry,2007-12-29,19,1,235-43,10.1021/bc700307y,,https://doi.org/10.1021/bc700307y,,,
RE00896,Evaluation of a maleimido derivative of CHX-A'' DTPA for site-specific labeling of affibody molecules,Bioconjugate chemistry,2008-07-12,19,8,1579-87,10.1021/bc800110y,,https://doi.org/10.1021/bc800110y,,,
RE00897,Development and preclinical characterisation of 99mTc-labelled Affibody molecules with reduced renal uptake,European journal of nuclear medicine and molecular imaging,2008-07-02,35,12,2245-55,10.1007/s00259-008-0845-7,,https://doi.org/10.1007/s00259-008-0845-7,,,
RE00898,An improved radiolabelled RNA aptamer molecule for HER2 imaging in cancers,Journal of drug targeting,2013-10-07,22,2,116-22,10.3109/1061186X.2013.839688,,https://doi.org/10.3109/1061186X.2013.839688,,,
RE00899,Evaluation of the radiocobalt-labeled [MMA-DOTA-Cys61]-Z HER2:2395(-Cys) affibody molecule for targeting of HER2-expressing tumors,Molecular imaging and biology,2009-06-26,12,1,54-62,10.1007/s11307-009-0238-8,,https://doi.org/10.1007/s11307-009-0238-8,,,
RE00900,In vivo and in vitro studies on renal uptake of radiolabeled affibody molecules for imaging of HER2 expression in tumors,Cancer biotherapy & radiopharmaceuticals,2013-03-05,28,3,187-95,10.1089/cbr.2012.1304,,https://doi.org/10.1089/cbr.2012.1304,,,
RE00901,Three methods for 18F labeling of the HER2-binding affibody molecule Z(HER2:2891) including preclinical assessment,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2013-10-10,54,11,Aug-81,10.2967/jnumed.113.122465,,https://doi.org/10.2967/jnumed.113.122465,,,
RE00902,"(186)Re-maSGS-Z (HER2:342), a potential Affibody conjugate for systemic therapy of HER2-expressing tumours",European journal of nuclear medicine and molecular imaging,2009-09-22,37,2,260-9,10.1007/s00259-009-1268-9,,https://doi.org/10.1007/s00259-009-1268-9,,,
RE00903,Development of the designed ankyrin repeat protein (DARPin) G3 for HER2 molecular imaging,European journal of nuclear medicine and molecular imaging,2014-11-13,42,2,288-301,10.1007/s00259-014-2940-2,,https://doi.org/10.1007/s00259-014-2940-2,,,
RE00904,Radiolabeled affibody-albumin bioconjugates for HER2-positive cancer targeting,Bioconjugate chemistry,2011-02-07,22,3,413-21,10.1021/bc100432h,,https://doi.org/10.1021/bc100432h,,,
RE00905,"Site-specific radiometal labeling and improved biodistribution using ABY-027, a novel HER2-targeting affibody molecule-albumin-binding domain fusion protein","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2013-03-25,54,6,961-8,10.2967/jnumed.112.110700,,https://doi.org/10.2967/jnumed.112.110700,,,
RE00906,In vivo targeting of HER2-positive tumor using 2-helix affibody molecules,Amino acids,2011-10-08,43,1,405-13,10.1007/s00726-011-1096-7,,https://doi.org/10.1007/s00726-011-1096-7,,,
RE00907,64Cu-labeled affibody molecules for imaging of HER2 expressing tumors,Molecular imaging and biology,2009-09-25,12,3,316-24,10.1007/s11307-009-0256-6,,https://doi.org/10.1007/s11307-009-0256-6,,,
RE00908,A HER2-targeted RNA aptamer molecule labeled with 99mTc for single-photon imaging in malignant tumors,Nuclear medicine and biology ,2013-08-13,40,8,980-6,10.1016/j.nucmedbio.2013.07.004,,https://doi.org/10.1016/j.nucmedbio.2013.07.004,,,
RE00909,Orthotopic pleural mesothelioma in mice: SPECT/CT and MR imaging with HER1- and HER2-targeted radiolabeled antibodies,Radiology,2013-01-17,267,1,173-82,10.1148/radiol.12121021,,https://doi.org/10.1148/radiol.12121021,,,
RE00910,A 2-helix small protein labeled with 68Ga for PET imaging of HER2 expression,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2009-08-18,50,9,1492-9,10.2967/jnumed.109.064287,,https://doi.org/10.2967/jnumed.109.064287,,,
RE00911,The influence of Bz-DOTA and CHX-A''-DTPA on the biodistribution of ABD-fused anti-HER2 Affibody molecules: implications for (114m)In-mediated targeting therapy,European journal of nuclear medicine and molecular imaging,2009-05-09,36,9,1460-8,10.1007/s00259-009-1134-9,,https://doi.org/10.1007/s00259-009-1134-9,,,
RE00912,Influence of DOTA chelator position on biodistribution and targeting properties of (111)In-labeled synthetic anti-HER2 affibody molecules,Bioconjugate chemistry,2012-07-17,23,8,1661-70,10.1021/bc3002369,,https://doi.org/10.1021/bc3002369,,,
RE00913,Development and characterization of clinical-grade 89Zr-trastuzumab for HER2/neu immunoPET imaging,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2009-05-14,50,6,974-81,10.2967/jnumed.108.060392,,https://doi.org/10.2967/jnumed.108.060392,,,
RE00914,Molecular imaging of HER2-expressing malignant tumors in breast cancer patients using synthetic 111In- or 68Ga-labeled affibody molecules,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2010-05-19,51,6,892-7,10.2967/jnumed.109.073239,,https://doi.org/10.2967/jnumed.109.073239,,,
RE00915,Molecular imaging of HER2-expressing malignant tumors in breast cancer patients using synthetic 111In- or 68Ga-labeled affibody molecules,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2010-05-19,51,6,892-7,10.2967/jnumed.109.073239,,https://doi.org/10.2967/jnumed.109.073239,,,
RE00916,First-in-human molecular imaging of HER2 expression in breast cancer metastases using the 111In-ABY-025 affibody molecule,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2014-03-24,55,5,730-5,10.2967/jnumed.113.131243,,https://doi.org/10.2967/jnumed.113.131243,,,
RE00917,Trastuzumab cotreatment improves survival of mice with PC-3 prostate cancer xenografts treated with the GRPR antagonist 177 Lu-DOTAGA-PEG2 -RM26,International journal of cancer,2019-05-23,145,12,3347-3358,10.1002/jjc.32401,,https://doi.org/10.1002/jjc.32401,,,
RE00918,A Systematic Evaluation of Antibody Modification and 89Zr-Radiolabeling for Optimized Immuno-PET,Bioconjugate chemistry,2020-04-01,32,7,1177-1191,10.1021/acs.bioconjchem.0c00087,,https://doi.org/10.1021/acs.bioconjchem.0c00087,,,
RE00919,Evaluation of 99mTc-HYNIC-(ser)3-LTVPWY peptide for glioblastoma imaging,nternational journal of radiation biology,2019-12-20,96,4,502-509,10.1080/09553002.2020.1704906,,https://doi.org/10.1080/09553002.2020.1704906,,,
RE00920,Preparation of 177Lu-Trastuzumab injection for treatment of breast cancer,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",2019-04-03,148,,184-190,10.1016/j.apradiso.2019.04.002,,https://doi.org/10.1016/j.apradiso.2019.04.002,,,
RE00921,Preparation and evaluation of 99mTc-labeled HYNIC-palbociclib analogs for cyclin-dependent kinase 4/6-positive tumor imaging,European journal of medicinal chemistry,2020-01-03,188,,112032,10.1016/j.ejmech.2019.112032,,https://doi.org/10.1016/j.ejmech.2019.112032,,,
RE00922,Alpha radioimmunotherapy using 225Ac-proteus-DOTA for solid tumors - safety at curative doses,Theranostics,2020-09-14,10,25,11359-11375,10.7150/thno.48810,,https://doi.org/10.7150/thno.48810,,,
RE00923,Influence of Histidine-Containing Tags on the Biodistribution of ADAPT Scaffold Proteins,Bioconjugate chemistry,2016-01-29,27,3,716-26,10.1021/acs.bioconjchem.5b00677,,https://doi.org/10.1021/acs.bioconjchem.5b00677,,,
RE00924,Radionuclide-Aided Improvement of the Therapeutic Efficacy of Novel Antibody-Drug Conjugates against HER2-Expressing Cancers,Molecular pharmaceutics,2025-05-31,22,7,3793-3802,10.1021/acs.molpharmaceut.5c00043,,https://doi.org/10.1021/acs.molpharmaceut.5c00043,,,
RE00925,Imaging and Monitoring HER2 Expression in Tumors during HER2 Antibody-Drug Conjugate Therapy Utilizing a Radiolabeled Site-Specific Single-Domain Antibody Probe: 68Ga-NODAGA-SNA004-GSC,Journal of medicinal chemistry,2024-07-30,67,15,12855-12867,10.1021/acs.jmedchem.4c00857,,https://doi.org/10.1021/acs.jmedchem.4c00857,,,
RE00926,Site-Specific Radiohalogenation of a HER2-Targeted Single-Domain Antibody Fragment Using a Novel Residualizing Prosthetic Agent,Journal of medicinal chemistry,2022-11-11,65,22,15358-15373,10.1021/acs.jmedchem.2c01331,,https://doi.org/10.1021/acs.jmedchem.2c01331,,,
RE00927,HER2-Targeted Affibody Molecule 99mTc-ABH2 for Imaging HER2 Expression in Breast Cancer,Clinical nuclear medicine,2025-01-01,50,1,25-30,10.1097/RLU.000000000005535,,https://doi.org/10.1097/RLU.000000000005535,,,
RE00928,[52Mn]Mn-BPPA-Trastuzumab: A Promising HER2-Specific PET Radiotracer,Journal of medicinal chemistry,2024-05-01,67,10,8261-8270,10.1021/acs.jmedchem.4c00344,,https://doi.org/10.1021/acs.jmedchem.4c00344,,,
RE00929,In vitro and in vivo evaluation of anti-HER2 antibody conjugates labelled with 225Ac,EJNMMI radiopharmacy and chemistry,2025-04-04,10,1,16,10.1186/s41181-025-00337-8,,https://doi.org/10.1186/s41181-025-00337-8,,,
RE00930,Experimental Therapy of HER2-Expressing Xenografts Using the Second-Generation HER2-Targeting Affibody Molecule 188Re-ZHER2:41071,Pharmaceutics,2022-05-20,14,5,1092,10.3390/pharmaceuticals14051092,,https://doi.org/10.3390/pharmaceuticals14051092,,,
RE00931,In Silico Design and Evaluation of Novel Peptide-Based PET Probe for Noninvasive Imaging of HER2 Expression in Breast Cancer,Journal of medicinal chemistry,2025-05-05,68,10,10461-10472,10.1021/acs.jmedchem.5c00760,,https://doi.org/10.1021/acs.jmedchem.5c00760,,,
RE00932,High in-vivo stability in preclinical and first-in-human experiments with [18F]AlF-RESCA-MIRC213: a 18F-labeled nanobody as PET radiotracer for diagnosis of HER2-positive cancers,European journal of nuclear medicine and molecular imaging,2022-09-21,50,2,302-313,10.1007/s00259-022-05967-7,,https://doi.org/10.1007/s00259-022-05967-7,,,
RE00933,Evaluation of 68Ga-Radiolabeled Peptides for HER2 PET Imaging,"Diagnostics (Basel, Switzerland)",2022-11-05,12,11,2710,10.3390/diagnostics12112710,,https://doi.org/10.3390/diagnostics12112710,,,
RE00934,The preclinical study of 177Lu-DOTA-LTVSPWY as a potential therapeutic agent against HER2 overexpressed cancer,Annals of nuclear medicine,2023-04-28,37,7,400-409,10.1007/s12149-023-01839-8,,https://doi.org/10.1007/s12149-023-01839-8,,,
RE00935,Pre-Clinical Study of the [18F]AlF-Labeled HER2 Affibody for Non-Invasive HER2 Detection in Gastric Cancer,Frontiers in medicine,2022-02-16,9,,803005,10.3389/fmed.2022.803005,,https://doi.org/10.3389/fmed.2022.803005,,,
RE00937,Site-Specifically Labeled Antibody-Drug Conjugate for Simultaneous Therapy and ImmunoPET,Molecular pharmaceutics,2018-02-02,15,3,892-898,10.1021/acs.molpharmaceut.7b00802,,https://doi.org/10.1021/acs.molpharmaceut.7b00802,,,
RE00938,"Phage Display Selection, In Vitro Characterization, and Correlative PET Imaging of a Novel HER3 Peptide",Molecular imaging and biology,2017-07-21,20,2,300-308,10.1007/s11307-017-1106-6,,https://doi.org/10.1007/s11307-017-1106-6,,,
RE00939,89Zr-Radiolabelling of p-NCS-Bz-DFO-Anti-HER2 Affibody Immunoconjugate: Characterization and Assessment of In Vitro Potential in HER2-Positive Breast Cancer Imaging,Pharmaceutics,2025-06-04,17,6,739,10.3390/pharmaceutics17060739,,https://doi.org/10.3390/pharmaceutics17060739,,,
RE00940,111In-labeled anti-cadherin17 antibody D2101 has potential as a noninvasive imaging probe for diagnosing gastric cancer and lymph-node metastasis,Annals of nuclear medicine,2019-10-12,34,1,13-23,10.1007/s12149-019-01408-y,,https://doi.org/10.1007/s12149-019-01408-y,,,
RE00941,Ubiquinol Ameliorates Endothelial Dysfunction in Subjects with Mild-to-Moderate Dyslipidemia: A Randomized Clinical Trial,Nutrients,2020-04-15,12,4,1098,10.3390/cancers12041017,,https://doi.org/10.3390/cancers12041017,,,
RE00942,Ubiquinol Ameliorates Endothelial Dysfunction in Subjects with Mild-to-Moderate Dyslipidemia: A Randomized Clinical Trial,Nutrients,2020-04-15,12,4,1098,10.3390/cancers12041017,,https://doi.org/10.3390/cancers12041017,,,
RE00943,Evaluation of HER2-specific peptide ligand for its employment as radiolabeled imaging probe,Scientific reports,2018-02-14,8,1,2998, 10.1038/s41598-018-21283-3,,https://doi.org/ 10.1038/s41598-018-21283-3,,,
RE00944,Preparation and Identification of HER2 Radioactive Ligands and Imaging Study of Breast Cancer-Bearing Nude Mice,Translational oncology,2017-05-27,10,4,518-526,10.1016/j.tranon.2017.04.003,,https://doi.org/10.1016/j.tranon.2017.04.003,,,
RE00945,Polyethylene glycol-conjugated HER2-targeted peptides as a nuclear imaging probe for HER2-overexpressed gastric cancer detection in vivo,Journal of translational medicine,2018-06-19,16,1,29921305,10.1186/s12967-018-1550-3,,https://doi.org/10.1186/s12967-018-1550-3,,,
RE00946,Targeting HER2-positive gastric cancer with a novel 18F-labeled ZHER2:342 probe,RSC advances,2019-04-08,9,19,10990-10998,10.1039/c8ra10271f,,https://doi.org/10.1039/c8ra10271f,,,
RE00947,PET Imaging of HER2-Positive Tumors with Cu-64-Labeled Affibody Molecules,Molecular imaging and biology,2019-01-07,21,5,907-916,10.1007/s11307-018-01310-5,,https://doi.org/10.1007/s11307-018-01310-5,,,
RE00948,New small 99mTc-labeled peptides for HER2 receptor imaging,European journal of medicinal chemistry,2016-11-09,127,,1012-1024,10.1016/j.ejmech.2016.11.011,,https://doi.org/10.1016/j.ejmech.2016.11.011,,,
RE00949,Developing PEGylated Reversed D-Peptide as a Novel HER2-Targeted SPECT Imaging Probe for Breast Cancer Detection,Bioconjugate chemistry,2020-07-24,31,8,1971-1980,10.1021/acs.bioconjchem.0c00334,,https://doi.org/10.1021/acs.bioconjchem.0c00334,,,
RE00950,Protection efficacy of the Brucella abortus ghost vaccine candidate lysed by the N-terminal 24-amino acid fragment (GI24) of the 36-amino acid peptide PMAP-36 (porcine myeloid antimicrobial peptide 36) in murine models.,The Journal of veterinary medical science,2016-06-05,78,10,1541-1548,10.3892/ol.2016.4990,,https://doi.org/10.3892/ol.2016.4990,,,
RE00951,Downregulation of Mitochondrial Single Stranded DNA Binding Protein (SSBP1) Induces Mitochondrial Dysfunction and Increases the Radiosensitivity in Non-Small Cell Lung Cancer Cells,Journal of Cancer,2017-05-12,8,8,1400-1409,10.7150/jca.18170,,https://doi.org/10.7150/jca.18170,,,
RE00952,Comparative evaluation of dimeric and monomeric forms of ADAPT scaffold protein for targeting of HER2-expressing tumours,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,2018-11-05,134,,37-48,10.1016/j.ejpb.2018.11.004,,https://doi.org/10.1016/j.ejpb.2018.11.004,,,
RE00953,Feasibility of Affibody Molecule-Based PNA-Mediated Radionuclide Pretargeting of Malignant Tumors,Theranostics,2016-01-01,6,1,93-103,10.7150/thno.12766,,https://doi.org/10.7150/thno.12766,,,
RE00954,Backbone and methyl assignment of bacteriorhodopsin incorporated into nanodiscs,Journal of biomolecular NMR,2019-11-21,74,1,45-60,10.1186/s13550-019-0564-z,,https://doi.org/10.1186/s13550-019-0564-z,,,
RE00955,Labeling of Anti-HER2 Nanobodies with Astatine-211: Optimization and the Effect of Different Coupling Reagents on Their in Vivo Behavior,Molecular pharmaceutics,2019-07-03,16,8,3524-3533,10.1021/acs.molpharmaceut.9b00354,,https://doi.org/10.1021/acs.molpharmaceut.9b00354,,,
RE00956,Radionuclide Tumor Targeting Using ADAPT Scaffold Proteins: Aspects of Label Positioning and Residualizing Properties of the Label,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2017-09-01,59,1,93-99,10.2967/jnumed.117.197202,,https://doi.org/10.2967/jnumed.117.197202,,,
RE00957,Improved Immuno-PET Imaging of HER2-Positive Tumors in Mice: Urokinase Injection-Triggered Clearance Enhancement of 64Cu-Trastuzumab,Molecular pharmaceutics,2019-01-30,16,3,1065-1073,10.1021/acs.molpharmaceut.8b01052,,https://doi.org/10.1021/acs.molpharmaceut.8b01052,,,
RE00958,Site-specific conjugation of recognition tags to trastuzumab for peptide nucleic acid-mediated radionuclide HER2 pretargeting,Biomaterials,2019-02-14,203,,73-85,10.1016/j.biomaterials.2019.02.012,,https://doi.org/10.1016/j.biomaterials.2019.02.012,,,
RE00959,Optimized Molecular Design of ADAPT-Based HER2-Imaging Probes Labeled with 111In and 68Ga,Molecular pharmaceutics,2018-06-20,15,7,2674-2683,10.1021/acs.molpharmaceut.8b00204,,https://doi.org/10.1021/acs.molpharmaceut.8b00204,,,
RE00960,A comparison of 111In- or 64Cu-DOTA-trastuzumab Fab fragments for imaging subcutaneous HER2-positive tumor xenografts in athymic mice using microSPECT/CT or microPET/CT, EJNMMI Research,2011-08-17,1,,15,10.1186/2191-219X-1-15,21884646,https://doi.org/10.1186/2191-219X-1-15,,,
RE00962,Aminooxy-functionalized DOTA for radiolabeling of oxidized antibodies: evaluation of site-specific 111In-labeled trastuzumab,,2012-07-12,55,9,346-353,10.1002/jlcr.2950,,https://doi.org/10.1002/jlcr.2950,,,
RE00963,Aminooxy-functionalized DOTA for radiolabeling of oxidized antibodies: evaluation of site-specific 111In-labeled trastuzumab,,2012-07-12,55,9,346-353,10.1002/jlcr.2950,,https://doi.org/10.1002/jlcr.2950,,,
RE00964,Multimodality nuclear and fluorescence tumor imaging in mice using a streptavidin nanoparticle,Bioconjugate chemistry,2010-07-21,21,7,1385-8,10.1021/bc100081h,,https://doi.org/10.1021/bc100081h,,,
RE00965,"HAHAHA, HEHEHE, HIHIHI, or HKHKHK: influence of position and composition of histidine containing tags on biodistribution of [(99m)Tc(CO)3](+)-labeled affibody molecules",Journal of medicinal chemistry,2013-06-14,56,12,4966-74,10.1021/jm400218y,,https://doi.org/10.1021/jm400218y,,,
RE00966,Synthesis and Preliminary Biological Evaluations of Fluorescent or 149Promethium Labeled Trastuzumab-Polyethylenimine,Biomedicines,2015-12-30,4,1,28536369,10.3390/biomedicines4010001,,https://doi.org/10.3390/biomedicines4010001,,,
RE00967,Position for site-specific attachment of a DOTA chelator to synthetic affibody molecules has a different influence on the targeting properties of 68Ga- compared to 111in-labeled conjugates,Molecular imaging,2014-12-01,13,,10.2310/7290.2014.00034,10.2310/7290.2014.00034,,https://doi.org/10.2310/7290.2014.00034,,,
RE00968,"188Re-ZHER2:V2, a promising affibody-based targeting agent against HER2-expressing tumors: preclinical assessment","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2014-10-02,55,11,1842-8,10.2967/jnumed.114.140194,,https://doi.org/10.2967/jnumed.114.140194,,,
RE00969,⁸⁹Zr-Labeled Versus ¹²⁴I-Labeled αHER2 Fab with Optimized Plasma Half-Life for High-Contrast Tumor Imaging In Vivo,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2015-05-21,56,7,1112-8,10.2967/jnumed.114.149690,,https://doi.org/10.2967/jnumed.114.149690,,,
RE00970,Imaging of human epidermal growth factor receptor type 2 expression with 18F-labeled affibody molecule ZHER2:2395 in a mouse model for ovarian cancer,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2011-12-15,53,1,146-53,10.2967/jnumed.111.093047,,https://doi.org/10.2967/jnumed.111.093047,,,
RE00971,Preclinical evaluation of 227Th-labeled and 177Lu-labeled trastuzumab in mice with HER-2-positive ovarian cancer xenografts,Nuclear medicine communications,2012-08-01,33,8,838-47,10.1097/MNM.0b013e328354df7c,,https://doi.org/10.1097/MNM.0b013e328354df7c,,,
RE00972,Biodistribution of 212Pb conjugated trastuzumab in mice,Journal of nuclear medicine,2012-10-18,296,,75-81,10.1007/s10967-012-2243-7,,https://doi.org/10.1007/s10967-012-2243-7,,,
RE00973,Bifunctional (64)Cu-labelled macrobicyclic cage amine isothiocyanates for immuno-positron emission tomography,"Dalton transactions (Cambridge, England : 2003) ",2015-03-21,44,11,Sep-91,10.1039/c4dt02983f,,https://doi.org/10.1039/c4dt02983f,,,
RE00974,Direct comparison of 111In-labelled two-helix and three-helix Affibody molecules for in vivo molecular imaging,European journal of nuclear medicine and molecular imaging,2011-12-15,39,4,693-702,10.1007/s00259-011-2016-5,,https://doi.org/10.1007/s00259-011-2016-5,,,
RE00975,Comparison of bifunctional chelates for (64)Cu antibody imaging,European journal of nuclear medicine and molecular imaging,2010-06-16,37,11,2117-26,10.1007/s00259-010-1506-1,,https://doi.org/10.1007/s00259-010-1506-1,,,
RE00976,A pretherapy biodistribution and dosimetry study of indium-111-radiolabeled trastuzumab in patients with human epidermal growth factor receptor 2-overexpressing breast cancer,Cancer biotherapy & radiopharmaceuticals,2010-08-24,25,4,387-94,10.1089/cbr.2010.0783,,https://doi.org/10.1089/cbr.2010.0783,,,
RE00977,Fractionated therapy of HER2-expressing breast and ovarian cancer xenografts in mice with targeted alpha emitting 227Th-DOTA-p-benzyl-trastuzumab,PloS one,2012-08-03,7,8,e42345,10.1371/journal.pone.0042345,,https://doi.org/10.1371/journal.pone.0042345,,,
RE00978,H(4)octapa-trastuzumab: versatile acyclic chelate system for 111In and 177Lu imaging and therapy,Journal of the American Chemical Society,2013-08-15,135,34,12707-21,10.1021/ja4049493,,https://doi.org/10.1021/ja4049493,,,
RE00979,(67/68)Ga-labeling agent that liberates (67/68)Ga-NOTA-methionine by lysosomal proteolysis of parental low molecular weight polypeptides to reduce renal radioactivity levels,Bioconjugate chemistry,2014-10-22,25,11,2048-45,10.1021/bc5004058,,https://doi.org/10.1021/bc5004058,,,
RE00980,In vivo examination of (188)Re(I)-tricarbonyl-labeled trastuzumab to target HER2-overexpressing breast cancer,Nuclear medicine and biology,2009-03-26,36,4,355-61,10.1016/j.nucmedbio.2009.01.006,,https://doi.org/10.1016/j.nucmedbio.2009.01.006,,,
RE00981,"Synthesis, preclinical validation, dosimetry, and toxicity of 68Ga-NOTA-anti-HER2 Nanobodies for iPET imaging of HER2 receptor expression in cancer","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2013-03-13,54,5,776-84,10.2967/jnumed.112.111021,,https://doi.org/10.2967/jnumed.112.111021,,,
RE00982,Preclinical screening of anti-HER2 nanobodies for molecular imaging of breast cancer,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2011-04-08,25,7,2433-46,10.1096/fj.10-180331,,https://doi.org/10.1096/fj.10-180331,,,
RE00983,"Comparative evaluation of synthetic anti-HER2 Affibody molecules site-specifically labelled with 111In using N-terminal DOTA, NOTA and NODAGA chelators in mice bearing prostate cancer xenografts",European journal of nuclear medicine and molecular imaging,2011-11-30,39,3,481-92,10.1007/s00259-011-1992-9,,https://doi.org/10.1007/s00259-011-1992-9,,,
RE00984,Trastuzumab labeled to high specific activity with ¹¹¹In by conjugation to G4 PAMAM dendrimers derivatized with multiple DTPA chelators exhibits increased cytotoxic potency on HER2-positive breast cancer cells,Pharmaceutical research,2013-04-25,30,8,1999-2009,10.1007/s11095-013-1044-1,,https://doi.org/10.1007/s11095-013-1044-1,,,
RE00985,The potential of SOCTA as a chelator for radiolabeling of trastuzumab with 99mTc,J Radioanal Nucl Chem,2015-07-30,307,,0353-1357,10.1007/s10967-015-4314-z,,https://doi.org/10.1007/s10967-015-4314-z,,,
RE00986,Evaluation of a HER2-targeting affibody molecule combining an N-terminal HEHEHE-tag with a GGGC chelator for 99mTc-labelling at the C terminus,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,2012-01-17,33,3,641-51,10.1007/s13277-011-0305-z,,https://doi.org/10.1007/s13277-011-0305-z,,,
RE00987,HER2-positive tumors imaged within 1 hour using a site-specifically 11C-labeled Sel-tagged affibody molecule,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2012-08-07,53,9,1446-53,10.2967/jnumed.111.102194,,https://doi.org/10.2967/jnumed.111.102194,,,
